YIL,AY,AYIN KACINCI GUNU,HANGI GUN,SAAT (dakika),KADININ YASI,KADININ MESLEGI,ERKEGIN YASI,ERKEGIN MESLEGI,KADININ UYRUGU,IL,FAIL,SUCUN SEKLI,SUC YERI,SEBEP,BIRDEN FAZLA KISI MI OLDURULDU?,FAILIN SONU
2022,Mayis,3,Sali,,28.0,,,,Turkiye,Ankara,dini nikahli es,atesli silah,ev,,hayir,tutuklu
2022,Mayis,5,Persembe,30.0,19.0,,25.0,,Turkiye,Istanbul,sevgili,atesli silah,sokak,kiskanclik,hayir,tutuklu
2022,Mayis,6,Cuma,780.0,,,,,Turkiye,Istanbul,es,kesici alet,sokak,bosanma/ayrilma,hayir,tutuklu
2022,Mayis,6,Cuma,,42.0,,59.0,,Turkiye,Sanliurfa,dini nikahli es,atesli silah,ev,bosanma/ayrilma,hayir,tutuklu
2022,Mayis,11,Carsamba,,43.0,,46.0,,Turkiye,Denizli,es,bogma,ev,,evet,tutuklu
2022,Mayis,14,Cumartesi,,37.0,,,memur,Turkiye,Sirnak,tanidik,kesici alet,sokak,dolandiricilik,hayir,tutuklu
2022,Mayis,16,Pazartesi,,45.0,,51.0,,Turkiye,Afyon,es,bogma,ev,mal/miras,hayir,tutuklu
2022,Mayis,16,Pazartesi,,50.0,,43.0,korucu,Turkiye,Elazig,sevgili,atesli silah,,,hayir,tutuklu
2022,Mayis,17,Sali,1080.0,45.0,,51.0,,Turkiye,Istanbul,sevgili,atesli silah,sokak,bosanma/ayrilma,hayir,intihar
2022,Mayis,18,Carsamba,,35.0,,25.0,,Turkiye,Mersin,sevgili,atesli silah,isyeri,bosanma/ayrilma,hayir,intihar
2022,Mayis,19,Persembe,1020.0,37.0,,53.0,,Turkiye,Aydin,es,atesli silah,sokak,bosanma/ayrilma,hayir,tutuklu
2022,Mayis,19,Persembe,960.0,61.0,,69.0,,Turkiye,Izmir,es,kesici alet,sokak,kiskanclik,hayir,tutuklu
2022,Mayis,19,Persembe,,21.0,,27.0,,Turkiye,Diyarbakir,es,kesici alet,ev,bosanma/ayrilma,hayir,tutuklu
2022,Mayis,19,Persembe,,35.0,,15.0,,Turkiye,Eskisehir,ogul,atesli silah,ev,kiskanclik,hayir,tutuklu
2022,Mayis,20,Cuma,1140.0,31.0,,37.0,,Turkiye,Izmir,es,kesici alet,ev,bosanma/ayrilma,hayir,tutuklu
2022,Mayis,21,Cumartesi,360.0,41.0,,60.0,,Turkiye,Istanbul,sevgili,atesli silah,ev,,hayir,intihar ve tutuklu
2022,Mayis,21,Cumartesi,990.0,64.0,doktor,,,Turkiye,Istanbul,tanidik,kesici alet,isyeri,psikolojik sorunlar,hayir,tutuklu
2022,Mayis,22,Pazar,840.0,24.0,,24.0,,Turkiye,Igdir,tanidik,atesli silah,ev,kazara,hayir,tutuklu
2022,Mayis,25,Carsamba,1110.0,37.0,,44.0,,Turkiye,Bursa,eski sevgili,atesli silah,sokak,kiskanclik,hayir,intihar
2022,Mayis,25,Carsamba,390.0,26.0,,35.0,,Afganistan,Aksaray,es,kesici alet,ev,bosanma/ayrilma,evet,intihar
2022,Mayis,25,Carsamba,390.0,4.0,,35.0,,Turkiye,Aksaray,baba,yuksekten atma,ev,bosanma/ayrilma,evet,intihar
2022,Mayis,25,Carsamba,390.0,3.0,,35.0,,Turkiye,Aksaray,baba,yuksekten atma,ev,bosanma/ayrilma,evet,intihar
2022,Mayis,26,Persembe,1320.0,43.0,,,,Turkiye,Izmir,es,atesli silah,ev,bosanma/ayrilma,hayir,tutuklu
2022,Mayis,27,Cuma,420.0,28.0,,34.0,,Turkiye,Istanbul,eski sevgili,atesli silah,ev,kiskanclik,evet,intihar
2022,Mayis,27,Cuma,1380.0,,,,,Turkiye,Canakkale,akraba,darp,isyeri,,hayir,tutuklu
2022,Mayis,28,Cumartesi,720.0,54.0,,65.0,,Turkiye,Duzce,es,bogma,ev,,hayir,tutuklu
2022,Mayis,28,Cumartesi,,53.0,,65.0,,Turkiye,Batman,akraba,atesli silah,sokak,,evet,tutuklu
2022,Mayis,30,Pazartesi,720.0,52.0,,55.0,sofor,Turkiye,Kocaeli,es,atesli silah,ev,bosanma/ayrilma,hayir,intihar
2022,Mayis,31,Sali,1170.0,27.0,,34.0,,Turkiye,Corum,akraba,atesli silah,sokak,bosanma/ayrilma,hayir,tutuklu
2022,Mayis,31,Sali,1380.0,55.0,,51.0,,Turkiye,Istanbul,eski es,yuksekten atma,ev,kiskanclik,hayir,tutuklu
2022,Nisan,1,Cuma,,32.0,,37.0,,Turkiye,Erzurum,es,atesli silah,ev,psikolojik sorunlar,hayir,intihar
2022,Nisan,2,Cumartesi,930.0,33.0,,40.0,,Turkiye,Balikesir,es,atesli silah,ev,psikolojik sorunlar,evet,intihar
2022,Nisan,3,Pazar,1170.0,23.0,,,,Turkiye,Istanbul,eski sevgili,atesli silah,sokak,bosanma/ayrilma,hayir,intihar
2022,Nisan,4,Pazartesi,1125.0,80.0,,,,Turkiye,Elazig,damat,atesli silah,ev,gecimsizlik,evet,tutuklu
2022,Nisan,4,Pazartesi,1125.0,60.0,,,,Turkiye,Elazig,akraba,atesli silah,ev,gecimsizlik,evet,tutuklu
2022,Nisan,5,Sali,660.0,52.0,,54.0,,Turkiye,Aydin,es,atesli silah,ev,bosanma/ayrilma,hayir,tutuklu
2022,Nisan,5,Sali,1140.0,60.0,,24.0,,Turkiye,Aksaray,ogul,atesli silah,ev,psikolojik sorunlar,evet,intihar
2022,Nisan,6,Carsamba,480.0,32.0,,41.0,isci,Turkiye,Adana,eski es,kesici alet,ev,kiskanclik,hayir,tutuklu
2022,Nisan,6,Carsamba,1170.0,62.0,,54.0,,Turkiye,Sakarya,akraba,atesli silah,ev,mal/miras,evet,tutuklu
2022,Nisan,7,Persembe,1260.0,38.0,,46.0,,Turkiye,Sinop,eski es,bogma,ev,psikolojik sorunlar,hayir,tutuklu
2022,Nisan,7,Persembe,,33.0,,,,Turkiye,Istanbul,es,kesici alet,arac,bosanma/ayrilma,hayir,tutuklu
2022,Nisan,8,Cuma,1260.0,35.0,,34.0,,Turkiye,Burdur,es,atesli silah,isyeri,psikolojik sorunlar,evet,tutuklu
2022,Nisan,9,Cumartesi,240.0,29.0,,,,Turkiye,Istanbul,es,atesli silah,ev,gecimsizlik,hayir,tutuklu
2022,Nisan,10,Pazar,600.0,36.0,,37.0,,Turkiye,Adana,es,kesici alet,ev,bosanma/ayrilma,hayir,tutuklu
2022,Nisan,11,Pazartesi,360.0,68.0,,40.0,,Turkiye,Izmir,akraba,bogma,ev,psikolojik sorunlar,hayir,tutuklu
2022,Nisan,13,Carsamba,1140.0,22.0,,27.0,,Turkiye,Izmir,eski es,bogma,ev,psikolojik sorunlar,hayir,tutuklu
2022,Nisan,14,Persembe,810.0,26.0,,30.0,,Turkiye,Giresun,eski sevgili,atesli silah,sokak,bosanma/ayrilma,hayir,intihar
2022,Nisan,19,Sali,60.0,23.0,,26.0,,Turkiye,Istanbul,es,atesli silah,sokak,psikolojik sorunlar,hayir,tutuklu
2022,Nisan,21,Persembe,1350.0,38.0,,34.0,,Azerbaycan,Trabzon,es,atesli silah,sokak,bosanma/ayrilma,hayir,tutuklu
2022,Nisan,21,Persembe,1380.0,76.0,,32.0,,Turkiye,Kayseri,akraba,bogma,ev,psikolojik sorunlar,hayir,tutuklu
2022,Nisan,22,Cuma,,31.0,,,,Turkiye,Sirnak,eski es,atesli silah,ev,bosanma/ayrilma,evet,tutuklu
2022,Nisan,22,Cuma,300.0,71.0,,78.0,,Turkiye,Bolu,es,kesici alet,ev,psikolojik sorunlar,hayir,tutuklu
2022,Nisan,22,Cuma,,30.0,,32.0,,Turkiye,Konya,es,atesli silah,sokak,kiskanclik,hayir,intihar
2022,Nisan,23,Cumartesi,1320.0,,,,,Turkiye,Istanbul,es,kesici alet,ev,gecimsizlik,hayir,tutuklu
2022,Nisan,24,Pazar,,21.0,,33.0,,Turkiye,Istanbul,es,atesli silah,ev,psikolojik sorunlar,hayir,tutuklu
2022,Nisan,25,Pazartesi,,39.0,,42.0,,Ozbekistan,Konya,tanidik,kesici alet,ev,borc/alacak,hayir,tutuklu
2022,Nisan,27,Carsamba,,34.0,,43.0,,Turkiye,Tekirdag,eski es,atesli silah,ev,gecimsizlik,hayir,tutuklu
2022,Nisan,29,Cuma,,48.0,,51.0,,Turkiye,Osmaniye,es,atesli silah,ev,psikolojik sorunlar,evet,kacak
2022,Nisan,29,Cuma,,35.0,,,,Turkiye,Mugla,eski es,atesli silah,arac,kiskanclik,evet,kacak
2022,Mart,2,Carsamba,,24.0,,18.0,,Turkiye,Isparta,dini nikahli es,atesli silah,arac,kiskanclik,hayir,tutuklu
2022,Mart,3,Persembe,,52.0,,52.0,emekli,Turkiye,Izmir,es,bogma,ev,,hayir,intihar
2022,Mart,4,Cuma,1260.0,41.0,,36.0,,Kirgizistan,Istanbul,sevgili,kesici alet,ev,,hayir,tutuklu
2022,Mart,7,Pazartesi,,46.0,temizlik gorevlisi,50.0,,Turkiye,Adiyaman,es,atesli silah,sokak,bosanma/ayrilma,hayir,tutuklu
2022,Mart,8,Sali,1140.0,30.0,kuafor,30.0,,Afganistan,Konya,es,kesici alet,isyeri,bosanma/ayrilma,hayir,tutuklu
2022,Mart,9,Carsamba,,24.0,,23.0,,Turkiye,Bursa,eski sevgili,kesici alet,ev,kiskanclik,hayir,tutuklu
2022,Mart,10,Persembe,,73.0,,,isci,Turkiye,Tekirdag,akraba,kesici alet,ev,borc/alacak,hayir,tutuklu
2022,Mart,15,Sali,,26.0,,,,Turkiye,Sakarya,es,atesli silah,ev,,hayir,tutuklu
2022,Mart,18,Cuma,,21.0,ogrenci,,,Turkiye,Istanbul,eski sevgili,atesli silah,sokak,,hayir,intihar
2022,Mart,21,Pazartesi,,40.0,,46.0,,Turkiye,Adana,es,atesli silah,ev,bosanma/ayrilma,hayir,tutuklu
2022,Mart,22,Sali,,,,,,Turkiye,Istanbul,ogul,kesici alet,ev,,hayir,tutuklu
2022,Mart,23,Carsamba,,46.0,,51.0,isci,Turkiye,Erzurum,eski es,kesici alet,ev,bosanma/ayrilma,evet,tutuklu
2022,Mart,23,Carsamba,,30.0,,51.0,isci,Turkiye,Erzurum,baba,kesici alet,ev,bosanma/ayrilma,evet,tutuklu
2022,Mart,25,Cuma,,22.0,,36.0,,Turkiye,Ordu,sevgili,bogma,ev,,hayir,tutuklu
2022,Mart,26,Cumartesi,,70.0,,62.0,emekli,Turkiye,Bursa,es,kesici alet,ev,bosanma/ayrilma,hayir,tutuklu
2022,Mart,27,Pazar,900.0,18.0,,21.0,,Turkiye,Kirsehir,eski sevgili,atesli silah,sokak,bosanma/ayrilma,evet,tutuklu
2022,Mart,30,Carsamba,1410.0,,,,,Turkiye,Istanbul,es,atesli silah,ev,,evet,intihar
2022,Mart,31,Persembe,,41.0,,,,Turkiye,Kocaeli,es,kesici alet,ev,,hayir,tutuklu
2022,Subat,1,Sali,900.0,38.0,,40.0,,Turkiye,Samsun,es,kesici alet,ev,bosanma/ayrilma,hayir,tutuklu
2022,Subat,2,Carsamba,,58.0,,58.0,,Turkiye,Zonguldak,es,darp,ev,psikolojik sorunlar,hayir,tutuklu
2022,Subat,6,Pazar,,20.0,,21.0,,Turkiye,Istanbul,dini nikahli es,atesli silah,ev,kiskanclik,hayir,tutuklu
2022,Subat,6,Pazar,,41.0,,,korucu,Turkiye,Sanliurfa,kardes,atesli silah,sokak,mal/miras,evet,tutuklu
2022,Subat,6,Pazar,,22.0,,,,Turkiye,Istanbul,es,atesli silah,ev,kiskanclik,hayir,tutuklu
2022,Subat,10,Persembe,,19.0,,23.0,,Turkiye,Sakarya,dini nikahli es,atesli silah,ev,,hayir,tutuklu
2022,Subat,12,Cumartesi,240.0,48.0,,25.0,,Turkiye,Bursa,ogul,kesici alet,ev,psikolojik sorunlar,hayir,tutuklu
2022,Subat,13,Pazar,,45.0,ogretmen,49.0,polis,Turkiye,Bursa,eski es,atesli silah,sokak,kiskanclik,evet,tutuklu
2022,Subat,13,Pazar,,53.0,,28.0,,Turkiye,Istanbul,akraba,atesli silah,sokak,psikolojik sorunlar,hayir,tutuklu
2022,Subat,14,Pazartesi,,22.0,,,,Turkiye,Kocaeli,,atesli silah,sokak,,evet,kacak
2022,Subat,14,Pazartesi,,28.0,,,,Turkiye,Kocaeli,,atesli silah,sokak,,evet,kacak
2022,Subat,15,Sali,,39.0,,43.0,,Turkiye,Usak,es,atesli silah,kirsal alan,bosanma/ayrilma,hayir,intihar ve tutuklu
2022,Subat,15,Sali,,19.0,,29.0,,Turkiye,Balikesir,dini nikahli es,kesici alet,ev,kiskanclik,hayir,tutuklu
2022,Subat,16,Carsamba,,16.0,,21.0,isci,Turkiye,Giresun,nisanli,kesici alet,ev,kiskanclik,hayir,tutuklu
2022,Subat,17,Persembe,1050.0,38.0,,39.0,,Turkiye,Konya,dini nikahli es,atesli silah,ev,kiskanclik,hayir,tutuklu
2022,Subat,18,Cuma,,20.0,,22.0,,Turkiye,Mersin,sevgili,kesici alet,kirsal alan,kiskanclik,hayir,tutuklu
2022,Subat,20,Pazar,,40.0,,,,Turkiye,Duzce,dini nikahli es,atesli silah,ev,kazara,hayir,tutuklu
2022,Subat,20,Pazar,,62.0,,65.0,,Turkiye,Samsun,kardes,darp,ev,borc/alacak,hayir,tutuklu
2022,Subat,22,Sali,960.0,29.0,temizlik gorevlisi,33.0,,Turkiye,Ankara,es,kesici alet,isyeri,bosanma/ayrilma,hayir,tutuklu
2022,Subat,23,Carsamba,,,,58.0,,Turkiye,Kahramanmaras,es,atesli silah,ev,bosanma/ayrilma,hayir,tutuklu
2022,Subat,24,Persembe,,76.0,,28.0,,Turkiye,Sanliurfa,ogul,atesli silah,ev,psikolojik sorunlar,evet,tutuklu
2022,Subat,25,Cuma,,,,,,Turkiye,Bursa,damat,atesli silah,ev,bosanma/ayrilma,hayir,tutuklu
2022,Subat,26,Cumartesi,1380.0,57.0,,58.0,emekli,Turkiye,Izmir,es,kesici alet,ev,kiskanclik,hayir,intihar ve tutuklu
2022,Subat,26,Cumartesi,,24.0,,26.0,,Turkiye,Sivas,akraba,kesici alet,ev,gasp,hayir,tutuklu
2022,Subat,27,Pazar,,,,,,Ukrayna,Istanbul,es,kesici alet,ev,,hayir,intihar
2022,Ocak,7,Cuma,1290.0,69.0,,70.0,emekli,Turkiye,Denizli,es,atesli silah,ev,gecimsizlik,hayir,tutuklu
2022,Ocak,7,Cuma,,40.0,,45.0,esnaf,Turkiye,Gaziantep,es,kesici alet,ev,gecimsizlik,hayir,tutuklu
2022,Ocak,7,Cuma,,35.0,,39.0,issiz,Turkiye,Ankara,es,kesici alet,ev,gecimsizlik,hayir,tutuklu
2022,Ocak,10,Pazartesi,450.0,25.0,,24.0,,Turkiye,Mersin,eski nisanli,atesli silah,sokak,bosanma/ayrilma,hayir,tutuklu
2022,Ocak,11,Sali,,29.0,avukat,29.0,asker,Turkiye,Istanbul,eski nisanli,atesli silah,sokak,borc/alacak,hayir,tutuklu
2022,Ocak,14,Cuma,,52.0,,50.0,,Turkiye,Afyon,es,kesici alet,ev,gecimsizlik,hayir,intihar
2022,Ocak,14,Cuma,90.0,31.0,,35.0,isci,Turkiye,Bursa,es,atesli silah,ev,kiskanclik,hayir,intihar
2022,Ocak,16,Pazar,1380.0,48.0,,20.0,,Turkiye,Izmir,yabanci,kesici alet,sokak,,evet,tutuklu
2022,Ocak,17,Pazartesi,,47.0,,56.0,emekli,Turkiye,Istanbul,es,bogma,ev,borc/alacak,hayir,tutuklu
2022,Ocak,18,Sali,,25.0,isci,27.0,issiz,Turkiye,Adiyaman,es,kesici alet,sokak,bosanma/ayrilma,hayir,tutuklu
2022,Ocak,20,Persembe,,30.0,,36.0,ciftci,Turkiye,Sanliurfa,akraba,atesli silah,ev,mal/miras,hayir,tutuklu
2022,Ocak,21,Cuma,840.0,33.0,saglik personeli,39.0,,Turkiye,Istanbul,tanidik,atesli silah,isyeri,borc/alacak,evet,tutuklu
2022,Ocak,22,Cumartesi,1380.0,36.0,,53.0,,Turkiye,Ordu,es,atesli silah,ev,gecimsizlik,hayir,tutuklu
2022,Ocak,22,Cumartesi,420.0,38.0,isci,38.0,,Turkiye,Balikesir,es,atesli silah,sokak,kiskanclik,hayir,tutuklu
2022,Ocak,25,Sali,,26.0,,27.0,,Turkiye,Gaziantep,es,atesli silah,ev,gecimsizlik,hayir,tutuklu
2022,Ocak,25,Sali,1050.0,58.0,,32.0,,Turkiye,Afyon,yabanci,kesici alet,ev,mal/miras,evet,tutuklu
2022,Ocak,26,Carsamba,540.0,52.0,,26.0,,Turkiye,Istanbul,ogul,kesici alet,ev,gecimsizlik,hayir,tutuklu
2022,Ocak,27,Persembe,630.0,38.0,,70.0,,Turkiye,Istanbul,akraba,atesli silah,ev,kiskanclik,evet,tutuklu
2022,Ocak,27,Persembe,780.0,22.0,,27.0,,Turkiye,Tekirdag,es,atesli silah,ev,gecimsizlik,hayir,intihar
2022,Ocak,28,Cuma,,44.0,,40.0,sofor,Turkiye,Istanbul,sevgili,kesici alet,arac,kiskanclik,hayir,tutuklu
2022,Ocak,29,Cumartesi,930.0,47.0,,50.0,ogretmen,Turkiye,Van,es,atesli silah,sokak,,hayir,tutuklu
2022,Ocak,31,Pazartesi,1080.0,39.0,,32.0,,Turkiye,Adana,akraba,atesli silah,ev,,hayir,kacak
2022,Ocak,31,Pazartesi,1080.0,70.0,,32.0,,Turkiye,Adana,tanidik,atesli silah,ev,,hayir,kacak
2021,Aralik,1,Cuma,1020.0,50.0,,,,Kirgizistan,Istanbul,,,,,,
2021,Aralik,2,Cumartesi,1320.0,30.0,,,guvenlik gorevlisi,Turkiye,Antalya,eski es,atesli silah,ev,,evet,tutuklu
2021,Aralik,5,Sali,,21.0,,,,Turkiye,Kahramanmaras,,,sokak,,hayir,
2021,Aralik,6,Carsamba,,20.0,ogrenci,,,Turkiye,Istanbul,,bogma,sokak,psikolojik sorunlar,hayir,kacak
2021,Aralik,6,Carsamba,,39.0,,60.0,,Turkiye,Kayseri,es,atesli silah,sokak,bosanma/ayrilma,hayir,intihar
2021,Aralik,6,Carsamba,720.0,55.0,,76.0,,Turkiye,Adana,es,atesli silah,sokak,,hayir,intihar
2021,Aralik,8,Cuma,,28.0,,36.0,,Turkiye,Diyarbakir,es,atesli silah,,,hayir,tutuklu
2021,Aralik,10,Pazar,1320.0,63.0,,64.0,,Turkiye,Antalya,,kesici alet,,gecimsizlik,hayir,tutuklu
2021,Aralik,11,Pazartesi,,27.0,,,,Turkiye,Diyarbakir,akraba,,,,hayir,kacak
2021,Aralik,11,Pazartesi,,20.0,,,,Turkiye,Kayseri,es,kesici alet,ev,gecimsizlik,evet,tutuklu
2021,Aralik,12,Sali,,32.0,,32.0,,Turkiye,Mardin,es,atesli silah,,gecimsizlik,hayir,tutuklu
2021,Aralik,12,Sali,,52.0,,47.0,,Turkiye,Antalya,kardes,atesli silah,,mal/miras,hayir,tutuklu
2021,Aralik,13,Carsamba,1260.0,7.0,,,,Turkiye,Istanbul,baba,kesici alet,,psikolojik sorunlar,hayir,tutuklu
2021,Aralik,13,Carsamba,1260.0,28.0,,27.0,,Turkiye,Adana,es,atesli silah,ev,gecimsizlik,hayir,tutuklu
2021,Aralik,13,Carsamba,,69.0,,66.0,,Turkiye,Trabzon,es,,,gecimsizlik,hayir,tutuklu
2021,Aralik,13,Carsamba,,32.0,,35.0,,Turkiye,Sirnak,eski es,kesici alet,ev,gecimsizlik,hayir,tutuklu
2021,Aralik,14,Persembe,,25.0,,26.0,,Turkiye,Siirt,,atesli silah,arac,,hayir,intihar
2021,Aralik,16,Cumartesi,,40.0,,,,Ozbekistan,Kocaeli,tanidik,darp,otel,,hayir,tutuklu
2021,Aralik,17,Pazar,,27.0,,29.0,,Turkiye,Kocaeli,sevgili,atesli silah,arac,gecimsizlik,hayir,tutuklu
2021,Aralik,17,Pazar,,,,,,Turkiye,Mersin,tanidik,atesli silah,sokak,gecimsizlik,hayir,intihar
2021,Aralik,17,Pazar,,35.0,,40.0,,Turkiye,Kocaeli,sevgili,kesici alet,ev,gecimsizlik,hayir,tutuklu
2021,Aralik,17,Pazar,,57.0,,,,Turkiye,Antalya,tanidik,bogma,ev,gecimsizlik,hayir,tutuklu
2021,Aralik,18,Pazartesi,,,,,,Turkiye,Mardin,eski es,atesli silah,sokak,,hayir,tutuklu
2021,Aralik,18,Pazartesi,120.0,28.0,,37.0,ciftci,Turkiye,Antalya,es,atesli silah,sokak,gecimsizlik,hayir,tutuklu
2021,Aralik,19,Sali,900.0,,,,,Turkiye,Kocaeli,,bogma,ev,,hayir,kacak
2021,Aralik,19,Sali,,77.0,,81.0,,Turkiye,Bursa,es,atesli silah,ev,,hayir,tutuklu
2021,Aralik,19,Sali,,,,,,Turkiye,Giresun,tanidik,atesli silah,,,hayir,tutuklu
2021,Aralik,20,Carsamba,,,,,ciftci,Turkiye,Ankara,es,atesli silah,ev,kazara,hayir,kacak
2021,Aralik,21,Persembe,,23.0,,,,Turkiye,Sanliurfa,nisanli,darp,sokak,gecimsizlik,hayir,tutuklu
2021,Aralik,22,Cuma,,24.0,,,,Turkiye,Balikesir,,bogma,sokak,,hayir,kacak
2021,Aralik,23,Cumartesi,,45.0,,45.0,,Turkiye,Bursa,,yuksekten atma,sokak,,hayir,kacak
2021,Aralik,23,Cumartesi,1140.0,35.0,,40.0,,Turkiye,Mugla,eski es,atesli silah,sokak,gecimsizlik,hayir,intihar
2021,Aralik,24,Pazar,60.0,31.0,,33.0,,Turkiye,Antalya,es,darp,,,hayir,tutuklu
2021,Aralik,24,Pazar,,21.0,,28.0,,Turkiye,Sanliurfa,es,atesli silah,sokak,,hayir,intihar
2021,Aralik,25,Pazartesi,,19.0,,,,Turkiye,Diyarbakir,,atesli silah,okul,,hayir,tutuklu
2021,Aralik,25,Pazartesi,,,,,,Turkiye,Istanbul,eski es,kesici alet,,gecimsizlik,hayir,tutuklu
2021,Aralik,27,Carsamba,,57.0,,68.0,,Turkiye,Rize,es,atesli silah,,,hayir,intihar
2021,Aralik,27,Carsamba,0.0,35.0,,28.0,,Turkiye,Erzincan,kardes,kesici alet,ev,gecimsizlik,hayir,tutuklu
2021,Aralik,27,Carsamba,,33.0,,,,Turkiye,Bursa,es,kesici alet,,gecimsizlik,hayir,tutuklu
2021,Aralik,27,Carsamba,,,,33.0,,Turkiye,Izmir,ogul,kesici alet,,,hayir,tutuklu
2021,Aralik,28,Persembe,540.0,28.0,,28.0,,Turkiye,Adana,es,atesli silah,ev,gecimsizlik,hayir,intihar
2021,Aralik,29,Cuma,780.0,,,,,Turkiye,Kocaeli,es,atesli silah,,gecimsizlik,hayir,intihar
2021,Aralik,30,Cumartesi,,,,27.0,,Tunus,Istanbul,tanidik,bogma,,kiskanclik,hayir,tutuklu
2021,Aralik,30,Cumartesi,,,,,,Turkiye,Ankara,es,kesici alet,,gecimsizlik,hayir,tutuklu
2021,Kasim,1,Pazartesi,1080.0,44.0,temizlik gorevlisi,54.0,,Turkiye,Ankara,es,atesli silah,ev,bosanma/ayrilma,hayir,tutuklu
2021,Kasim,2,Sali,1140.0,38.0,,40.0,,Turkiye,Malatya,es,kesici alet,sokak,bosanma/ayrilma,hayir,tutuklu
2021,Kasim,2,Sali,,26.0,,31.0,,Turkiye,Bursa,es,atesli silah,kirsal alan,kiskanclik,evet,tutuklu
2021,Kasim,3,Carsamba,,71.0,,71.0,,Turkiye,Aydin,es,atesli silah,ev,bosanma/ayrilma,hayir,intihar
2021,Kasim,3,Carsamba,,49.0,,71.0,,Turkiye,Aydin,baba,atesli silah,ev,,hayir,intihar
2021,Kasim,4,Persembe,,42.0,isci,44.0,,Turkiye,Kirklareli,eski sevgili,kesici alet,sokak,psikolojik sorunlar,hayir,tutuklu
2021,Kasim,6,Cumartesi,1080.0,22.0,isci,,,Turkiye,Batman,tanidik,atesli silah,isyeri,kiskanclik,hayir,tutuklu
2021,Kasim,7,Pazar,990.0,45.0,,68.0,,Turkiye,Antalya,sevgili,atesli silah,ev,,hayir,intihar
2021,Kasim,9,Sali,1080.0,25.0,isci,27.0,,Turkiye,Bartin,eski sevgili,atesli silah,isyeri,kiskanclik,hayir,tutuklu
2021,Kasim,9,Sali,,28.0,mimar,,,Turkiye,Istanbul,,kesici alet,sokak,psikolojik sorunlar,hayir,tutuklu
2021,Kasim,9,Sali,986.0,45.0,,51.0,isci,Turkiye,Istanbul,sevgili,bogma,isyeri,kiskanclik,hayir,tutuklu
2021,Kasim,10,Carsamba,,,,,,Turkiye,Gaziantep,ogul,atesli silah,ev,psikolojik sorunlar,hayir,tutuklu
2021,Kasim,11,Persembe,540.0,31.0,,34.0,,Turkiye,Istanbul,es,kesici alet,sokak,bosanma/ayrilma,hayir,tutuklu
2021,Kasim,11,Persembe,600.0,35.0,,43.0,,Turkiye,Hatay,es,bogma,ev,,hayir,tutuklu
2021,Kasim,11,Persembe,,,,47.0,sofor,Turkiye,Ordu,es,darp,sokak,bosanma/ayrilma,hayir,tutuklu
2021,Kasim,13,Cumartesi,600.0,38.0,,,,Turkiye,Istanbul,eski es,atesli silah,ev,bosanma/ayrilma,hayir,kacak
2021,Kasim,13,Cumartesi,120.0,60.0,,36.0,isci,Turkiye,Canakkale,tanidik,kesici alet,ev,mal/miras,hayir,tutuklu
2021,Kasim,14,Pazar,0.0,57.0,,20.0,,Turkiye,Tekirdag,ogul,atesli silah,ev,psikolojik sorunlar,hayir,intihar
2021,Kasim,15,Pazartesi,,40.0,,63.0,,Turkiye,Kayseri,baba,kesici alet,ev,gecimsizlik,hayir,tutuklu
2021,Kasim,16,Sali,120.0,55.0,,,,Turkiye,Batman,akraba,atesli silah,ev,,hayir,kacak
2021,Kasim,16,Sali,,41.0,,30.0,,Turkiye,Gaziantep,tanidik,kesici alet,kirsal alan,,hayir,tutuklu
2021,Kasim,16,Sali,120.0,46.0,,,,Turkiye,Mugla,dini nikahli es,darp,sokak,kiskanclik,hayir,tutuklu
2021,Kasim,17,Carsamba,1260.0,31.0,,35.0,,Turkiye,Gaziantep,es,atesli silah,arac,bosanma/ayrilma,hayir,tutuklu
2021,Kasim,17,Carsamba,60.0,44.0,,57.0,memur,Turkiye,Samsun,tanidik,bogma,ev,,hayir,tutuklu
2021,Kasim,19,Cuma,840.0,19.0,,22.0,,Turkiye,Erzurum,sevgili,kesici alet,sokak,bosanma/ayrilma,hayir,intihar
2021,Kasim,22,Pazartesi,1140.0,45.0,,,,Turkiye,Van,akraba,atesli silah,ev,mal/miras,evet,tutuklu
2021,Kasim,22,Pazartesi,1380.0,42.0,isci,41.0,isci,Turkiye,Istanbul,es,darp,isyeri,,hayir,tutuklu
2021,Kasim,23,Sali,900.0,60.0,,,,Turkiye,Kayseri,ogul,atesli silah,ev,psikolojik sorunlar,hayir,tutuklu
2021,Kasim,25,Persembe,240.0,20.0,,30.0,,Turkiye,Adana,sevgili,atesli silah,sokak,,evet,tutuklu
2021,Kasim,25,Persembe,,41.0,,,,Afganistan,Nigde,eski es,bogma,ev,,hayir,tutuklu
2021,Kasim,27,Cumartesi,1230.0,22.0,eglence mekani calisani,,,Turkiye,Izmir,,kesici alet,sokak,psikolojik sorunlar,hayir,tutuklu
2021,Ekim,1,Cuma,,30.0,,35.0,,Turkiye,Tekirdag,sevgili,kesici alet,okul,,hayir,tutuklu
2021,Ekim,2,Cumartesi,1170.0,29.0,,21.0,,Turkiye,Izmir,komsu,atesli silah,ev,gecimsizlik,evet,tutuklu
2021,Ekim,3,Pazartesi,270.0,,,44.0,,Turkiye,Konya,tanidik,kesici alet,ev,gecimsizlik,evet,intihar
